name,address,rating,total_reviews,phone,top_reviews,has_vacancies,under_36_months,months_30_to_5_years,grade_1_to_age_12,licensed_preschool
Como Lake Kids Village Daycare,"825 St Laurence St, Coquitlam, BC V3J 6G7, Canada",4.8,39,(778) 998-4747,"Response from the Owners:  We take great pride in providing a safe, nurturing, and enriching environment for all the children in our care. We are disappointed to see two negative reviews from the same family, as they do not reflect the quality or reality of our daycare program.  To clarify a few points:  The two owners, now 72 and 74, are no longer part of the teaching staff ratio. Their roles focus on administration and ensuring the centre is well supplied and maintained.  Our staff-to-child ratios always meet — and often exceed — the standards required by licensing regulations. Our teaching team is highly experienced, with one staff member of 10 years, another of 9 years, another 3 years and another 2 years, along with a new educator who joined when a teacher left on maternity leave.  Occasionally, practicum students join us to gain required hands-on experience, as is standard in all licensed childcare centres. They are never included in our licensed staff ratio.  Children at our centre enjoy outdoor play twice a day in our secure, well-equipped playground. When weather does not permit, we have access to a large indoor gym. Our daycare offers a wide variety of toys, games, and learning materials, and our weekly themes include art, music, and circle time to support children’s social, emotional, and academic development — fully preparing them for kindergarten.  Our premises are rented from a local church, which oversees the maintenance of the building, including the washrooms. The church can confirm that all facilities, including the washrooms, are kept in good working and sanitary condition.  We have proudly served the community for almost 20 years and have maintained long-standing, positive relationships with countless families. In this particular case, we made every effort over the course of a year to support a child experiencing significant behavioural challenges, working closely with the child, the parent and medical professionals to help the child adjust and succeed. Ultimately, for the well-being and safety of all children and staff, we determined we could no longer continue care.  We remain deeply committed to maintaining a high standard of care and a positive, supportive environment for every child and family at Como Lake Kids Village. | This daycare was an absolute blessing for our family. From the moment we walked in, we felt welcomed and at ease. The staff were incredibly caring, patient, and attentive, and it was clear they truly loved and cared about each child. They took the time to understand every child’s needs and made sure they felt safe, supported, and happy. The environment was clean, nurturing, and full of positive energy. I loved knowing my child was in a place where she was respected, encouraged to learn, and cared for like family. I highly recommended this daycare to any parent looking for a loving and trustworthy environment for their child. My daughter was 30 months old when she started Kids Village Daycare, and she missed all the staff when she left. From past experiences with other daycares, none of them compared to Kids Village. | We had such a wonderful experience with this daycare. The teachers truly care for the children and provide great care every single day. During the two years my child attended, I always felt completely at ease knowing he was in such good hands. All of the staff bring such positive energy and have a genuine love for the children. It is a very warm place, and I could see how much my child was loved and supported throughout his time there. We are so grateful for everything this daycare has done for our family. I would highly recommend it to anyone looking for a caring and supportive environment for their child. | I had both of my children enrolled at Como Lake Kids Village Daycare, and our overall experience was very positive. From the very start, Jo-Ann and the rest of the staff made an effort to connect with each of our kids on a personal level, which made us feel confident that they were in good hands. The caregivers were consistently warm, attentive, and professional. The owners, Betsy and Pat, were also very involved and approachable, which further increased our trust in the daycare.  The daycare environment was clean, well-maintained, and thoughtfully set up to meet the needs of all the children. Both of my kids thrived thanks to the variety of activities, the balance between structured learning and creative play.  Even when adapting to new teachers, Jo-Ann and the team always approached things with patience and professionalism.  Now that both of my children have moved on, we look back on our time at Como Lake Kids Village Daycare with a lot of gratitude. It gave them a strong start and a safe, nurturing place to grow. We wouldn’t hesitate to recommend it to other families looking for quality childcare in the area. | This daycare is the absolute best! My kids (twins) attended here from ages 3-5. The staff here always made a point of working with our family as team to support my kids. Everyone was great to work with and we had great communication from the daycare, which helped us be consistent at home with expectations. Both of my kids flourished during their time at Como Lake Kids and were Kindergarten-ready upon leaving. They loved all of the art projects and really enjoyed playing outside in their little playground. They enjoyed the selection of toys and the dance parties! They also loved all the little special days that the daycare organized, like their car wash day and camping day! I really felt like the teachers at this daycare got to know each of my kids as individuals and made them both feel cared for and successful. They loved going every day and, even almost 3 years later, they still talk about their favourite teachers from Como Lake Kids! Highly recommend!",False,True,False,True,True
Play2Learn Child Care Centre,"2421 Mariana Pl, Coquitlam, BC V3K 6R3, Canada",5.0,22,(604) 724-3319,"I can not say enough good things about this daycare! The owner is absolutely amazing, so responsible, professional, hardworking, and above all, incredibly loving and caring. You can tell right away how much heart she puts into creating a safe and nurturing environment for the children. The atmosphere is warm and welcoming, and the children truly thrive here.  There are endless activities to keep the children engaged and learning, almost never a dull moment! From creative projects to fun games, everything is thoughtfully planned out. The outdoor space is a huge bonus, giving the children room to play, explore, and enjoy fresh air every day.  If you are looking for a daycare that feels like a second home, where your child will be loved, cared for, and supported, this is the place. Truly one of the best decisions any parent could make. | I had the privilege of being Wafa’s student for almost two months, and during that time, I had the opportunity to observe her in action every single day. What stood out to me the most was her deep love and care for every child she works with. She treats each child as if they were her own, offering them the kind of attention, affection, and patience that truly helps them thrive. Wafa has a remarkable ability to teach children independence while nurturing their confidence. It’s no surprise that all the kids adore her. Her passion for their well-being is undeniable, and it’s clear that they feel safe and loved in her presence. I highly recommend Wafa’s daycare! She creates a clean, friendly, and loving environment where children can flourish and feel at home. Her dedication to them is truly inspiring, and I’m grateful for the opportunity to witness her exceptional care firsthand. | It was the best decision we made when we switched our toddler to this daycare. Our previous caretaker was kind and generous but Wafa is beyond that. She and the daycare environment has helped improve my toddler's not so good behaviour in just a few short weeks and help nurture many new skills he never displayed.  If you want someone who would love your child, strive to help your child grow, and want to stay in an intimate learning environment, this is the place. | Here’s an updated review with more focus on Wafa:  We couldn’t be happier with our experience at Play2Learn Daycare! Wafa, the owner and teacher, is truly exceptional. She has a natural gift for working with children, and her warm, caring approach makes the daycare feel like a second home. Wafa is not only dedicated to providing a safe and nurturing environment but also incorporates fun, creative learning activities that help the kids grow and thrive.  Our child absolutely adores her and is excited to go to daycare every day. It’s clear that Wafa genuinely cares about each child’s development and takes the time to understand their individual needs. We feel incredibly lucky to have found Play2Learn and highly recommend it to any parents looking for a loving and supportive daycare. | Our son attended daycare with Wafa for almost 2 years. She is so loving and caring towards all the children in her care. Our son loved going to daycare daily and we were heartbroken to leave her care when we moved. I highly recommend Wafa and her daycare to anyone!",False,True,False,False,False
Safe Garden multi-age licensed home daycare,"606 Denton St, Coquitlam, BC V3J 3V8, Canada",5.0,3,(778) 858-9465,"This daycare is wonderful.✨ My child is almost 18 months old, and since it’s a multi-age class, the older children are very kind and supportive. My child is learning so much at daycare thanks to them. All the kids are truly kind-hearted.  Although my child moves around three times more than others, the owner, Chonon, and the teachers are always there to support us.  There are many activities that nurture both mental and physical well-being, making it a great environment for children. They also have craft time, offering experiences we couldn’t easily do at home.  Compared to other daycares, the price is a bit more affordable, and it’s run by a kind and caring owner.  I’m truly grateful to have found this daycare. | Our family loves this daycare and we are so glad we were able to enrol our son here. He is so so happy to see his friends and play with Ms Chonon every day. We suspect that he might enjoy it here more than he does at home.... You couldn't ask for a more caring and loving place to entrust with the safekeeping of your child. | My kids love Ms Chonon. She provides them healthy meals and updates parents on the app. She is patient and treats my kids like hers.  She speaks several languages and expose kids to those which is amazing. My son enjoys learning French!  Big safe backyard for the kids to play and explore.  Lucky we have found her - we could nit ask for more!",False,False,True,False,True
Green Apple Daycare,"1504 Sprice Ave, Coquitlam, BC V3J 2P6, Canada",4.0,34,(604) 218-3417,"We've been part of the Green Apple Daycare community for almost two years now, and it's been such a positive experience for our family. The communication from the staff is always clear, and their friendliness makes drop-offs a breeze. Every morning, we’re greeted with smiles, and there's always a creative craft or activity ready to go—such a thoughtful way to start the day.  The daycare places a strong emphasis on outdoor time, with two outdoor sessions daily(one in the AM and one in the afternoon) throughout the year and even more during the summer. In the warmer months, they take the children on walking field trips to nearby parks and plan a variety of outdoor activities that my son absolutely loves.  Over his time there, my son has built beautiful friendships and developed strong bonds with the caring staff. Throughout our daycare journey, the team at Green Apple has consistently been kind, supportive, and incredibly communicative. I am so grateful for everything they do to make our family feel welcome and comfortable. | Green Apple Coquitlam has been a wonderful experience for our child. The days have been filled with activities, including lots of art and outdoor time The teachers have been very supportive, caring, and accommodating of our needs. Three years there has been a tremendously positive experience for our son and we would highly recommend this Daycare. | My son attended from September to March.  In 6 months time the kids never went for a walk, to the park, a field trip.   They did not leave the daycare.    Of the four caregivers, there was one that was caring, attentive, and could communicate with parents questions or concerns.   I would not recommend this daycare to any parent for their children | I’m very grateful for the care and support my child has received at this daycare. The staff is knowledgeable, patient, and experienced. Their structured approach has made a real difference in my child's development. I highly recommend this daycare to any parent looking for a nurturing and supportive environment.” | My son had a great time at Green Apple Daycare. He really enjoyed all the teachers, activities and the amazing backyard. They also were really helpful with the potty training. I would definitely recommend this daycare.",False,False,True,False,False
Hellokids Childcare Centre,"1020 Ridgeway Ave, Coquitlam, BC V3J 1S5, Canada",3.6,98,(778) 355-6060,"I feel very grateful to the daycare where my two little ones are, as I can see them happy and enjoying their time there.  I also want to thank Sou for all her support. It means so much to see their effort in improving and integrating activities and toys that positively contribute to our children development. On top of that, Sou is such a wonderful person from whom I’ve received valuable information and true empathy as a women and mom. | My son has been attending Hellokids Centre for 18 months and we couldn’t be happier with the care and attention he receives.  The owner is very kind and supportive, the staff are warm, friendly, and truly passionate about working with children. They create a nurturing environment where my son feels safe, supported, and excited to go every day. I’ve noticed as well a lot of growth in his communication, independence, and social skills since starting here. I really appreciate the regular updates and photos from the staff to keep parents connected and updated. The centre is always clean, well-maintained, and welcoming. I highly recommend Hellokids Centre to any parent looking for a trustworthy and caring daycare. | Hello Kids Daycare is truly wonderful!🙂 The teachers are so warm, caring, and professional. My child has learned so much and feels very happy and comfortable there. The daycare is always clean, organized, and full of positive energy.  A special thank you to the manager for being so kind, supportive, and professional. She truly cares about the children and parents, and always makes sure everything goes perfectly.  I really appreciate the whole team for creating such a loving and safe environment for the kids! 💕 | The level of professionalism and care at this daycare is outstanding. The team goes above and beyond to create a safe, nurturing, and stimulating environment. The facility is always clean and well-maintained, and the programs are thoughtfully designed to support early learning. As a parent, I feel confident knowing my child is in good hands. Their growth in language, social skills, and independence since joining has been remarkable. I highly recommend this daycare to anyone looking for a trusted place for their child. | Amazing daycare! The staff treats every child like their own, and it truly shows in the happy faces of the kids. My child has learned so much — from basic skills to building strong friendships. They make learning fun through creative activities, outdoor play, and hands-on exploration. I really appreciate how welcoming and supportive the educators are. If you’re looking for a daycare that feels like family, this is the place!",True,True,True,True,True
Sun Fun Childcare Centre,"2648 Sandstone Crescent, Coquitlam, BC V3E 2T8, Canada",5.0,35,(604) 945-8901,"We couldn’t have chosen a better daycare for our daughter than Sunfun Child Care in Coquitlam. She attended Sunfun Child Care for a year and half, and the experience truly exceeded our expectations. The owner Saeideh has deep understanding of what is required for child's overall development and accordingly she has scheduled the well-structured daily activities that strongly support learning, routine, and overall child development. We especially appreciated the engaging French classes, which provided a great early introduction to a second language, and the outstanding music teacher, who made learning fun and enjoyable for the children. Whole day fun and learning activities are shared in a group chat. Overall, Sunfun Child Care is a well-organized, trustworthy daycare that we highly recommend to parents in Coquitlam. The senior staff member Farideh and caretakers are exceptionally caring, loving, and kind-hearted, creating a safe, warm, and nurturing environment where children feel comfortable and happy every day. My Daughter love to see her friends and always look for Farideh as she is so attached to her. We moved out of province so my daughter has to leave else there was no reason for me to move my daughter out from Sunfun Child Care : it’s a heaven for kids!! | We have had a really positive experience at Sun Fun Childcare Centre. The teachers are incredibly caring and affectionate, and they made our 1-year-old feel comfortable right from the start. His transition was smooth, and he loves going to daycare.  We especially appreciate the music classes, fun and engaging activities, and the good balance of indoor and outdoor play. The team also shares photos and videos through the Telegram app, which helps us stay connected and updated throughout the day.  It is very reassuring to know that our son is in such a safe and warm environment. I would definitely recommend this daycare to other parents. | We’ve had such a wonderful experience sun fun child care center !  My son looks forward to daycare every day, especially excited to see the familiar faces of the team.  The facilities are always clean, and the setting is just adorable – it creates such a warm, fun and welcoming environment for the kids. Communication is excellent, too – they have telegram chats to keep you updated with anything you may need to know.  We are extremely happy with sun fun child care center and would highly recommend it to any parent looking for a nurturing and reliable daycare with the most lovely team! | My daughter started at Sunfun Daycare when she was 17 months old, and our experience has been absolutely amazing. From day one, the staff was warm, caring, and attentive, making the transition smooth and stress-free.  The daycare provides a safe, engaging, and nurturing environment where children can learn and grow. The activities are well-structured, and I loved how they balanced playtime with learning opportunities. The caregivers genuinely care about the kids, and it shows in how happy and comfortable my daughter was every day.  I highly recommend Sunfun Daycare to any parent looking for a loving and supportive place for their child. It has been a fantastic experience for us! | Sunfun has been the perfect second home for our 2 children and it will always hold a very special place in our memory and their upbringing.  Saideh & Farideh have been such fantastic “teachers” (as our kids say). So many fun activities and a constant care for their development.  They always felt safe & loved.  Highly recommend to anyone looking for daycares in the area. We’re very sad to see our kids move on!",True,False,True,False,False
Little Butterflies daycare,"2773 Barnet Hwy, Coquitlam, BC V3B 7A1, Canada",4.8,22,(604) 474-0505,"Nursery Rhymes is an excellent daycare and we feel so lucky to have a safe and positive environment to drop our kids off at each day. My daughter has been there for the past 4 years and my son for the last 2 years. The staff are kind and caring and have gone above and beyond to ensure that my children's needs have been met. There is a great balance of structure/programming and play and I can see that both my children are learning and getting prepared for Kindergarten while still having fun.  I would highly recommend this daycare to anyone who was looking. | My daughter has attended this daycare for the last year and I will be sending our youngest after my mat leave. I was very apprehensive to leave my oldest with anyone, as a new mom I experience severe separation anxiety, and Nursery Rhymes was the only place I looked into where I was even a little bit comfortable leaving my child. The staff are amazing, you can tell everyone who works there wants to be there and that they care about my kid. They keep me informed of how she's developing academically and socially and I love that I can check in with the HiMama app during the day. Nursery Rhymes is also one of the more  affordable daycare's in the area and their facility is well equip and well maintained.  Furthermore, I just wanted to say the protocols that they put in quickly and effectively during the COVID-19 crisis were above and beyond what most other daycare's were doing at the time, and made me as a parent feel comfortable sending my child back when the time was right. I could say a million more positive things about Nursery Rhymes and their staff, but I guess it comes down to the fact that I can trust my kid is safe and cared for when they are there. | We have had both our daughters attending Nursery Rhymes since they were a year old. Both my girl's have enjoyed going to this center and we have always felt supported and our children cared for. Management is great and keep us informed with the monthly tasks as well as throughout the day the staff sends us pictures of the activities our children are doing. My girls are really attached to the staff and they are like family to them. I am a very cautious parent and dropping my children off at nursery rhymes I have never felt uncomfortable in the over 5 years we have been going there. The facility is always clean and I really like that they have a playground for the children to use. I have and will continue to recommend this center to my friends as a friendly and safe place to leave their precious little ones. | My twin sons attended Nursery Rhymes from ages 3-5. Personally for me, never during our time there have I witness anything but genuine care, compassion and professionalism from Mike, Devon and the other staff members. I never once had an ounce of concern leaving the boys in their care. You can see that Mike and the staff at Nursery Rhymes truly enjoy what they are doing and love all the children in their care. I loved getting the daily/hourly updates from HIMAMA - it was something I looked forward to and allowed me to see that the boys were thriving there. We to this day still keep in touch with Mike and have stopped by to say hi to the staff. The boys still fondly remember their time there and always ask to visit. I would highly recommend this place to anyone looking for childcare. | Nursery Rhymes is an environment where my kid gets to spend time with his peers in a supervised and safe environment. He had a hard time in the beginning, but his teachers have done a great job. My son has made connections with the staff and the staff are always willing to do what they can for the families.",True,True,True,True,False
Caterpillar Montessori Daycare,"599 Chapman Ave, Coquitlam, BC V3J 4A2, Canada",5.0,8,(604) 936-0718,"My son has been going here for nearly a year. It is our first experience with daycare and I am very impressed. The teachers are amazing! The kids do so much fun stuff and learn so much. I have seen such a difference in his skills and language development. The centre is very well run and clean and knowing that my child is well cared for brings me such peace of mind. Miss May and Miss Stephanie are like family. They are the kindest sweetest people i have ever met and my son loves them sooo much that he asks for them all weekend as runs to hug them Monday morning. ❤️ | I know Miss May since my girl was 2.5 years old, when she uses to work another Montessori school. All teachers at that school, my girl loves Miss May the most. I always believe kids know who love them the most, they are more easier to tie up with someone spending time and taking care of them.  Right now my girl goes to elementary school, Miss May is her before/after school care and also her Mandarin teacher. It’s such a time saver, I don’t have to send her to Mandarin school.  They are providing lunch and snakes if you drop your kids whole day there, thus I only pack her water when I drop her there on her Pro D Day. A lot parking there, they are located a really quite street.  The best teachers there, I highly recommended!!! | Very positive experience with this daycare. My kids love Ms. May and Ms. Stephanie. They are very welcoming and I feel like they love the kids they take care of and treat them as their own. The daycare is always clean and they always have fun activities for the kids. They have fun themes each month and they provide healthy food that my kids actually enjoy. I am lucky to have found them. I am not scared of leaving my kids anymore. (I was when they went to this other daycare that didnt really take good care of them) I rarely give reviews but they deserve 5 stars! Only thing is they close whole month of August and since I had them, I don't think there's another daycare that I would let my kids go to or could pass my expectation. Love, love, love this daycare! | My girl like it here very much, the environment is nice with nice garden, kids enjoy here. The teachers are so nice and patient. I highly recommend it. | Very good teacher, ms May is very patience to young kid",False,True,True,False,True
Teddy Bear Friends Childcare,"1883 Walnut Crescent, Coquitlam, BC V3J 7T3, Canada",5.0,9,(778) 867-3732,"We’re so happy with Teddy bear friends childcare! This is the first childcare that made me feel truly comfortable as a mom. Noushin is amazing—kind, patient, and truly care about each child. My daughter always comes home happy, learning new things, and excited to go back the next day. We’re so grateful for such a warm and nurturing environment. Thank you. We truly recommend it. | Noushin and Sarah took incredible care of my toddler while we were with their daycare. They were patient, nurturing, and created such a warm, loving environment that my child absolutely thrived in. Noushin even baked a cake for my son’s birthday and kept an entire birthday party for him at no extra charge to me.  Even after we left, Noushin remained close to our family, which speaks volumes about the genuine care and connection they build with the children and parents. We’re so grateful for them! | My son was in this daycare for over a year. After a bad experience with a previous daycare, we put a lot of effort into choosing a new one — and this one was the best. He truly thrived here, and I’m so grateful to Noushin for creating such an amazing environment for little ones. We loved it! ❤️ | My child absolutely loves going to Teddy Bear Friends Childcare! Noushin is so warm, patient, and genuinely cares for each child as if they were her own. The environment is always clean, safe, and full of fun learning activities. I’ve seen so much growth in my child’s confidence and social skills since joining. I feel truly at peace knowing my little one is in such loving hands. Highly recommend this daycare to any parent! | Teddy Bear Friends Childcare was such a wonderful first daycare experience for our family. My son started there at just over a year old, and as a first-time mum, I couldn’t have asked for a more caring and supportive environment. Noushin and her team are incredibly kind and patient, taking the time to make sure both the kids and parents feel comfortable. She shared photos and daily updates, which helped us feel connected and gave a little glimpse into his day. The space feels homey, and the care feels genuine. Noushin was always great at communicating and worked closely with us to make the transition smooth, being flexible with making adjustments. We’re so thankful for the loving start our little guy had at Teddy Bear Friends.",True,True,False,False,False
Little Rainbow House Preschool & Daycare,"700 Clearwater Way, Coquitlam, BC V3C 6A3, Canada",5.0,11,(604) 945-2727,"This preschool is absolutely magical. My son is so excited to go to school everyday. The teachers are amazing with the children and the work sheets, arts and crafts my son brings home everyday are just amazing. We have loved our experience and I highly recommend. Thank you Little Rainbow House for all that you do for our kids and us parents. | As an educator and parent, I was more than happy with LRH preschool!  The quality of the program and the  overall ""feeling"" of the school was above and beyond my expectations.  I was particularly fond of the caring and nurturing teaching staff.  Thank you!  Social and emotional learning was at the forefront of their teachings as a complement to the academics portion which, my 3 year old,  really needed at the time.   I highly RECOMMEND LRH :) | There been huge change in my daughters communication and interacting with other kids in LRH from September to present. I am very grateful of teachers Marshneil, Inga and Nehad for making my daughter welcomed in LRH along with working very well to bring out the positivity in her. My daughter speaks highly of all her teachers and looks forward to going to LRH. It's definately worth a drive from surrey to coquitlam to attend LRH three times a week. I cannot wait for my son to turn 4 soon as he will be attending LRH as well. Thank Marshneil, Inga and Nehad for your amazing work with my daughter | My 5-year-old went to LRH after our family moved to BC. New to the surrounding, she received a lot of care and love from the teacher. A very good place for the kids, teachers are nice, activities are fun. | This is the best place I could ask for my son! He is only been here for three days and I can see how excited he is in the morning to go to school!. The whole team , staff and environment is great for kids to start their new chapter in life. Being on a year wait list was def worth it.",False,False,True,True,True
Story Place Childcare Centre,"2558 Peregrine Pl, Coquitlam, BC V3E 2C4, Canada",5.0,13,(604) 364-7191,"My daughter attended Story Place for two and a half years, and I couldn’t be more grateful to Delaram. She is kind, patient, and truly passionate about what she does. The balance between free play and learning was perfect, and I saw so much progress in my daughter’s creativity, knowledge, and emotional growth. Delaram always makes holidays and birthdays special, and my daughter absolutely loved going to daycare every single day — even asking during holidays when she could go back! She treats each child as an individual and supports both kids and parents with care and understanding. We always felt like a team helping my daughter grow and prepare for school. I’m so happy that, when searching for a daycare, I found this one. Thank you so much, Delaram, for everything! | This home daycare is truly exceptional! Our daughter began her journey with Delaram before turning two, and now she's graduating. We are incredibly thankful for the warmth, engaging curriculum, and the immense joy she brings to each day for her students. | Story Place made such a meaningful impact on our family, and we are wholeheartedly grateful to Delaram for the care she provided to our son!  What truly set Delaram apart was her patience and ability to build genuine relationships – children adored her. She didn’t shy away from challenges but worked through them with thoughtfulness and consistency. When our son went through different (sometimes difficult) stages, Delaram guided him and us as parents with practical advice, resources, and encouragement. She created an environment where every child flourished, nurturing both learning and character. Over those years, we watched our son grow into a socially confident, compassionate, curious, and open-minded person. | We are incredibly grateful to Delaram at Story Place for the exceptional care she has provided for our son over the past two years. From day one, Delaram welcomed us warmly, creating a nurturing environment where our son thrived.  Delaram is dedicated and compassionate, always giving personalized attention. Her engaging and educational activities have significantly fostered our son's development in social skills, creativity, and confidence.  Communication has always been clear and timely, giving us peace of mind. The facility is well-maintained, providing a safe space for learning and play.  We highly recommend Delaram to any parent looking for a loving and enriching daycare experience.  Thank you, Delaram, for making such a positive impact on our family! | Delaram was one of our daughter's Montessori daycare teachers and an absolute favourite of the whole family. She was the kindest and most wonderful caregiver we could have hoped for! Delaram is knowledgeable and capable leader who understands children well and always provides clear guidance with lots of support and smiles. She is loving, passionate and funny, and kids absolutely adore her! She is also very approachable. I appreciate our chats and all the feedback and advice she provided about my daughter. I wholeheartedly recommend her and I am confident that her new daycare will rise to the highest standards.",True,False,True,True,True
L & Friends Childcare,"2025 Regan Ave, Coquitlam, BC V3J 3C3, Canada",5.0,7,(604) 363-9084,"Teacher Luvi is wonderful. She is full of energy and has great ideas. There has never been a dull moment at her daycare. Our daughter has always felt safe and cared for. She has always been happy to go I highly recommend her daycare. | Teacher Luvi is a wonderful, caring, hardworking early childhood educator. She created a safe, supportive, and fun second home for both my children. Highly recommend her if you’re in need of that special kind of care for your kiddos. | My husband and I are so thankful for this amazing daycare. Our daughter has been with Teacher Luvi since Nomember 2023 at the previous location. Teacher Luvi provides a safe and nurturing environment for all the kids. We are in the process of potty training and Luvi has been supporting our daughter with this new routine and helping her overcome her fears. We are grateful and trust that our daughter gets the care that she needs here from teacher Luvi. Highly recommend L & Friends! | My 2.5-year-old daughter got a spot at L & Friends back in April. We had previously been with an infant and toddler daycare, but after recently moving to Burquitlam, we had to quickly find a new option in the area. We feel incredibly fortunate to have found L & Friends through Facebook. From the initial communication to touring the site, everything went so smoothly.  The facility is clean, well-organized, and thoughtfully maintained. Luvi was warm, accommodating, and took the time to patiently answer all my questions right from the start. Our toddler adjusted effortlessly from day one, she quickly grew to love her new friends and embraced the structure that Luvi has created at the daycare.  It’s been wonderful to watch her thrive and interact so respectfully and affectionately with children of all ages, from the littlest ones up to the 5-year-olds. What truly sets L & Friends apart is Luvi’s hands-on approach and her thoughtful balance of nurture, play, and age-appropriate instruction, all while showing great care for the environment.  If you’re looking for a loving, structured, and engaging space for your little one, I can confidently say, you won’t be disappointed! | I confidently recommend Luvi’s childcare, speaking from our wonderful experience. I have always been cautious/nervous about finding the “right” daycare and I’ve toured a lot, from franchised ones to family homes. We were so lucky to have found Luvi. Our son was in her care for the past year and a half. He was so happy to go to daycare each day, it was a struggle to get him to come home! Luvi is genuinely a kind and loving teacher. She is energetic, creative and nurtures each child from her heart. Luvi truly cares for the children. I know this by how much my son misses her. He often talks about her :) How happy the children are speaks volumes about the teacher’s character. I really appreciated our time with Luvi. Wish her all the best in her new childcare.",False,False,True,True,True
All Bright Early Learning Center,"706 Linton St, Coquitlam, BC V3J 6K5, Canada",5.0,4,(778) 859-8010,"My girl Iris spent a very happy seven months here, but we had to leave because of moving. I really appreciate Ms. Rosa, the manager of this daycare. She is always so enthusiastic and patient! Iris likes her very much and always say that she wanna go daycare to play with Ms. Rosa. She always show us lots of energy when we send and pick up our little girl! I believe she has Iris looking forward to going daycare and staying with her! The owner Ms. Diana and Mr. Wesley also gave us great support. I really appreciate! And I would also like to thank Ms. Zara, Ms. Jenny and Ms. Sanna for taking great and patient care of Iris! Wish you all the best!! Highly recommended to this wonderful place! Please do not hesitate to join this daycare, your children will enjoy here and spend a great time for sure!! | Our daughter attended this daycare from its opening until she aged out. We were initially very concerned since it was her first experience in daycare, but the loving care from the teachers made all the difference. Our daughter never once expressed a desire not to go; instead, she often wanted to stay and play longer when we picked her up. The facility was always clean, which contributed to our child rarely getting sick during her time here. (which is really important for the working parents!) Teachers actively supported potty training, making the process smooth and stress-free. It was also convenient that snacks were provided, so we only needed to pack a lunch. Diana, the owner, was always quick to respond to any inquiries, and I appreciated being able to have ample conversations with the teachers during drop-off and pick-up times without feeling rushed. Additionally, Ms. Rosa, the manager, greeted both children and parents with a warm smile, and her bright energy was truly wonderful. Overall, we had a fantastic experience, and I highly recommend this daycare. We miss you Ms. Rosa and Ms. Jennie! | My daughter, Eva, attended All Bright Early Learning Center for about a year, and she had an amazing experience. Ms. Rosa, in particular, is the best teacher I’ve ever known—always positive, bright, and incredibly caring toward the kids.  Eva always looked forward to seeing her teachers and friends every morning. The teachers created such a warm and welcoming environment, not only for the children but for us parents as well. The personal attention and care they provided made a huge difference, and Eva learned so much during her time there.  We will truly miss the entire staff and the daily interactions with such a great team. I highly recommend All Bright Early Learning Center for anyone looking for a caring, nurturing place for their child. Thank you, All Bright, for the wonderful care and memorable experiences! | My son had been going here for almost 2 years. We were in a crunch for finding childcare when we moved here and went with the first place we could find that had availability... best choice ever! As a mom, it can be hard to trust just anyone with your child and I couldn't ask for better caretakers for my child. All the teachers loved him and treated him as their own and every morning he was excited to meet his teachers and friends.  I cannot thank them enough for the amazing care that they had provided our son. He has learned so much from the teachers, and they have always created memorable learning that my son couldn’t wait to tell us about.  Just as importantly, the teachers truly made us feel like family and welcomed at pick up, drop off. My son knows all the teachers names. We will truly miss seeing everyone on a daily basis and would highly recommend this daycare as a great place for your child. Thank you All Bright Early Learning center!",True,False,False,False,False
AB-Early Learning,"727 Henderson Ave, Coquitlam, BC V3K 1N7, Canada",5.0,8,(778) 859-8010,"I'm so grateful to have found All Bright-Early Learning Centre for my daughter. I was in such a crunch to find daycare earlier this year and Diana was empathetic and accommodating to my situation. We were placed at the Henderson location temporarily, prior to the opening of the Park Crescent location.  All the teachers at both locations, Diana, Andrea, Niloofar and Karen, are kind and compassionate. They bring warmth, energy and passion for teaching, while fostering welcoming, fun, inclusive and nurturing environments for children. My daughter learned so much while being there and it was such a gift to see her grow and develop each day over the past few months. We're so appreciative that she received such high quality care. Niloofar and Karen also provided very nutritious snacks that varied everyday. We always looked forward to receiving the daily updates and photos during nap time and were truly looking forward to having our daughter in their care for the upcoming years, so it was bittersweet when we accepted a $10/day daycare. It was an absolutely positive experience for my daughter - seeing her flourish in their care had put our minds at ease. We deeply miss the incredible staff at AB. Thank you so much for everything! | My daughter has had an excellent experience so far at All Bright! She was nervous to start as this was her first daycare experience. All of the teachers made such an effort to make her feel welcome and at home. Now when I drop her off she is confident and happy to go and play with her friends! I love that they send photos every day so that we can see all of the fun she is having. The kids do a wide range of activities and she is learning lots! | Sending my 4 YO son in this daycare was the best decision, teachers were friendly and supportive and they make kids feel more safe and happy. Also, my son has did learn a lot of things and he enjoyed going there. I highly recommend this place for your kids. | My daughter loves this daycare! All the teachers are very attentive and friendly, lots of fun activities and they take the kids to park too when the weather is good! They’re amazing and I’m very happy with their service! 👍👍👍❤️ | My sons first full time daycare and I am so glad i picked this center! The 2 teachers are amazing and very patient. Various activities and lots of outdoor time!! My son loves the other kids there too, would definitely recommend this center!!",True,False,False,True,False
